Constituencies, CANDIDATE NAME , PARTY , TOTAL , % VOTES POLLED , TOTAL ELECTORS ,
Shrigonda,TOTAL,NA,211311,0.14%,NA,
Karjat jamkhed,1 Rohit Pawar,NCP,135824,0.13%,320843,
Karjat jamkhed,2 Prof. Ram Shankar Shinde,BJP,92477,67.73%,320843,
Karjat jamkhed,3 Arun Housrao Jadhav,VBA,3849,56.98%,320843,
Karjat jamkhed,4 Ram Rangnath Shinde,IND,2070,38.80%,320843,
Karjat jamkhed,5 NOTA,NOTA,867,1.61%,320843,
Karjat jamkhed,6 Adv. Patil Sumit Kanhiya,IND,792,0.87%,320843,
Karjat jamkhed,7 Bhailume Shankar Madhukar,BSP,586,0.36%,320843,
Karjat jamkhed,8 Somnath Bhagchand Shinde,JALOP,393,0.33%,320843,
Karjat jamkhed,9 Adv. Maharudra Narhari Nagargoje,IND,386,0.25%,320843,
Karjat jamkhed,10 Dnyandeo Narhari Supekar,IND,350,0.16%,320843,
Karjat jamkhed,11 Appasaheb Navnath Palve,MNS,345,0.16%,320843,
Karjat jamkhed,12 Bajrang Manohar Sarde,IND,214,0.15%,320843,
Karjat jamkhed,13 Govind Laxman Aambedkar,IND,207,0.14%,320843,
Karjat,TOTAL,NA,238360,0.09%,NA,
Georai,1 Pawar Laxman Madhavrao,BJP,99625,0.09%,352375,
Georai,2 Vijaysingh Shivajirao Pandit,NCP,92833,74.29%,352375,
Georai,3 Badamrao Lahurao Pandit,IND,50894,38.09%,352375,
Georai,4 Vishnu Bhagwan Devkate,VBA,8306,35.49%,352375,
Georai,5 Bhaurao Durgadas Prabhale,CPI,1662,19.46%,352375,
Georai,6 Manohar Chimaji Chalak,IND,1133,3.18%,352375,
Georai,7 Pawar Laxman Ashok,IND,1100,0.64%,352375,
Georai,8 Rajendra Ankushrao Dake,IND,834,0.43%,352375,
Georai,9 Pawar Laxmanrao Uttamrao,IND,812,0.42%,352375,
Georai,10 Satish Padmakar Kapse,BSP,647,0.32%,352375,
Georai,11 Ravsaheb Shankar Chavan,HAPa,545,0.31%,352375,
Georai,12 Vilas Pandurang Gunjal,IND,506,0.25%,352375,
Georai,13 NOTA,NOTA,478,0.21%,352375,
Georai,14 Laxman Asaram Pawar,IND,434,0.19%,352375,
Georai,15 Pawar Laxman Sudam,IND,430,0.18%,352375,
Georai,16 Rameshwar Keruba Ghorpade,APoI,405,0.17%,352375,
Georai,17 Walmik Baburao Kadam,PWPI,291,0.16%,352375,
Georai,18 Jadhav Mangal Ambadas,IND,239,0.15%,352375,
Georai,19 Ashok Bhagoji Thorat,IND,237,0.11%,352375,
Georai,20 Chandne Dilip Nana,IND,143,0.09%,352375,
Georai,TOTAL,NA,261554,0.09%,NA,
Majalgaon,1 PRAKASH (DADA) SUNDARRAO SOLANKE,NCP,111566,0.05%,331571,
Majalgaon,2 RAMESH BABURAO KOKATE (ADASKAR),BJP,98676,74.23%,331571,
Majalgaon,3 DHAMMANAND SHANKARRAO SALVE,IND,5005,48.86%,331571,
Majalgaon,4 SHAIKH AMAR JAINODDIN,AIMIM,2792,43.22%,331571,
Majalgaon,5 EJAJ SHAIKH UMAR SHAIKH,IND,2095,2.19%,331571,
Majalgaon,6 AMOL VILASRAO DONGARE,BSP,880,1.22%,331571,
Majalgaon,7 NAIM KARIM SHAIKH,IND,808,0.92%,331571,
Majalgaon,8 NOTA,NOTA,780,0.39%,331571,
Majalgaon,9 SHIVAJI GANGARAM ZODGE,IND,712,0.35%,331571,
Majalgaon,10 RAJARAM LAXMAN KSHIRSAGAR,IND,527,0.34%,331571,
Majalgaon,11 SHAMSHERKHAN SAHEBKHAN PATHAN,IND,457,0.31%,331571,
Majalgaon,12 SADEK IBRAHIM SHAIKH,IND,438,0.23%,331571,
Majalgaon,13 RANGNATH NIKAM,IND,431,0.20%,331571,
Majalgaon,14 RAHUL GOVARDHAN FUNNE,BHYS,409,0.19%,331571,
Majalgaon,15 FARUKH PASHA SAYYAD,IND,406,0.19%,331571,
Majalgaon,16 AHEMAD HIRAJI SAYYAD,IND,360,0.18%,331571,
Majalgaon,17 DATTA GULAB JADHAV,IND,307,0.18%,331571,
Majalgaon,18 DESHMUKH CHHATRABHUJ RAMESHWAR,SBBGP,307,0.16%,331571,
Majalgaon,19 SHAIKH AASIM YUNUS,IND,291,0.13%,331571,
Majalgaon,20 EJAZ BABAR ISMAIL SHAIKH,IND,245,0.13%,331571,
Majalgaon,21 ANAND NAMDEV BHALEKAR,BALP,220,0.13%,331571,
Majalgaon,22 AYUB SHABBIR SHAIKH,IND,165,0.11%,331571,
Majalgaon,23 MUSHTAK MUSTAFA SHAIKH,TPSTP,144,0.10%,331571,
Majalgaon,24 SATYABHAMA BHUJANG SAUNDARMAL,IND,132,0.07%,331571,
Majalgaon,25 RAJESHWAR MANIKRAO KATE,ARP,99,0.06%,331571,
Majalgaon,26 SAYYAD ANWAR MUNEER,IND,84,0.06%,331571,
Majalgaon,TOTAL,NA,228336,0.04%,NA,
Beed,1 Sandeep Ravindra Kshirsagar,NCP,99934,0.04%,335965,
Beed,2 Jaydattaji Sonajirao Kshirsagar,SHS,97950,68.86%,335965,
Beed,3 Adv.Shaikh Shafik (Bhau),AIMIM,7957,45.16%,335965,
Beed,4 Ashok Sukhdev Hinge,VBA,5585,44.26%,335965,
Beed,5 Prashant Wasnik,BSP,966,3.60%,335965,
Beed,6 NOTA,NOTA,874,2.52%,335965,
Beed,7 Mohammed Qamrul Iman khan Zafar khan Naaz,IUML,820,0.44%,335965,
Beed,8 Osman Jilani Shaikh,IND,657,0.39%,335965,
Beed,9 Vaibhav Chandrakant Kakade,MNS,599,0.37%,335965,
Beed,10 Tukaram Vyankati Chate,IND,595,0.30%,335965,
Beed,11 Kiran Rajendra Chavan,IND,574,0.27%,335965,
Beed,12 Shaikh Talib Abdul Basit,IND,546,0.27%,335965,
Beed,13 Baban Machindra Khomane,IND,406,0.26%,335965,
Beed,14 Khaled Saleem Rashed Saleem,PHJSP,303,0.25%,335965,
Beed,15 Adv.Sharad Bahinaji Kamble,VINPA,280,0.18%,335965,
Beed,16 Vishvambhar Jijaba Bansode,APoI,272,0.14%,335965,
Beed,17 Wasim Shaikh Salim Shaikh,IND,250,0.13%,335965,
Beed,18 Riyaz Bashir Shaikh,IND,226,0.12%,335965,
Beed,19 Sadek Subhan Shaikh,TPSTP,220,0.11%,335965,
Beed,20 Gadale Shrikant Vishnu,BAHUMP,219,0.10%,335965,
Beed,21 Rahul Marotirao Waikar,SBBGP,217,0.10%,335965,
Beed,22 Ashish Ashok Deshmukh,RASMARP,200,0.10%,335965,
Beed,23 Babasaheb Abaji Lambate,IND,173,0.10%,335965,
Beed,24 Ram Mahadev Sapte,IND,167,0.09%,335965,
Beed,25 Akash Sadashiv Wadmare,IND,163,0.08%,335965,
Beed,26 Balbhim Laxmanrao Jaher Patil,IND,161,0.08%,335965,
Beed,27 Feroj Abdul Shaikh,IND,155,0.07%,335965,
Beed,28 Mohammed Shareef Shaikh Ismail,IND,142,0.07%,335965,
Beed,29 Vachishta Uddhav Kute,IND,134,0.07%,335965,
Beed,30 Shesherao Chokhoba Veer,IND,121,0.06%,335965,
Beed,31 Mahendra Rajendra Borade,IND,120,0.06%,335965,
Beed,32 Mubin Moin Shaikh,IND,85,0.05%,335965,
Beed,33 More Muralidhar Vitthalrao,IND,78,0.05%,335965,
Beed,34 Majiroddin Nasaroddin Kazi,IND,75,0.04%,335965,
Beed,35 Mahmad Husen Shaikh,IND,70,0.04%,335965,
Beed,TOTAL,NA,221294,0.03%,NA,
Ashti,1 Ajabe Balasaheb Bhausaheb,NCP,126756,0.03%,372321,
Ashti,2 Bhimrao Anandrao Dhonde,BJP,100931,65.87%,372321,
Ashti,3 Namdev Sugriv Sanap,VBA,4729,52.63%,372321,
Ashti,4 NOTA,NOTA,2631,41.91%,372321,
Ashti,5 Rajabhau Alias Devidas Ganpat Deshmukh,LJD,1423,1.96%,372321,
Ashti,6 Dada Narayan Tastode,IND,1220,1.09%,372321,
Ashti,7 Vishnu Jijaba Gadekar,BSP,1132,0.59%,372321,
Ashti,8 Dnyandeo Rambhau Thorve,IND,995,0.51%,372321,
Ashti,9 Kale Tukaram Nana,APoI,619,0.47%,372321,
Ashti,10 Sanjay Uttamrao Khandekar,LKSNP,402,0.41%,372321,
Ashti,TOTAL,NA,240838,0.26%,NA,
Kaij,1 NAMITA AKSHAY MUNDADA,BJP,123433,0.17%,362430,
Kaij,2 PRUTHVIRAJ SHIVAJI SATHE,NCP,90524,64.69%,362430,
Kaij,3 VAIBHAV VIVEK SWAMI,VBA,9156,53.74%,362430,
Kaij,4 NOTA,NOTA,1598,39.41%,362430,
Kaij,5 PARMESHWAR SITARAM UDAR,BSP,1363,3.99%,362430,
Kaij,6 NILESH NAMDEV ARKE,TPSTP,792,0.70%,362430,
Kaij,7 MANIK KAMBU GAIKWAD,LJD,716,0.59%,362430,
Kaij,8 SHIVAJI JYOTIBA SAVALKAR,IND,593,0.34%,362430,
Kaij,9 KALE MADHUKAR DAGADU,IND,491,0.31%,362430,
Kaij,10 KALUNKE VIKAS RAMBHAU,IND,296,0.26%,362430,
Kaij,11 VISHAL GHANSHAM GHOBALE,IND,272,0.21%,362430,
Kaij,12 GAYABAI BHRA. PRABHU DHIMDHIME,IND,238,0.13%,362430,
Kaij,13 DR. JEETENDRA MAHADEV OVAL,IND,201,0.12%,362430,
Kaij,TOTAL,NA,229673,0.10%,NA,
Parli,1 DHANANJAY PANDITRAO MUNDE,NCP,122114,0.09%,306710,
Parli,2 PANKAJA GOPINATHRAO MUNDE,BJP,91413,63.37%,306710,
Parli,3 BHIMRAO MUNJA SATPUTE,VBA,4713,54.45%,306710,
Parli,4 RAISODDIN JAKIYODDIN PATHAN,IND,1365,40.76%,306710,
Parli,5 BHAGWAT BABANRAO VAIDYA,VINPA,980,2.10%,306710,
Parli,6 ANANT VAIJNATH GAIKWAD,BSP,633,0.61%,306710,
Parli,7 NOTA,NOTA,561,0.44%,306710,
Parli,8 BHAGWAT RAMKRUSHN KAKDE,IND,552,0.28%,306710,
Parli,9 EJAZBABAR ISMAIL SHAIKH,IND,453,0.25%,306710,
Parli,10 HIDAYAT SADEKH ALI SAYYAD,IND,419,0.25%,306710,
Parli,11 SIRAJODIN LIYAKAT ALI KAJHI,IND,264,0.20%,306710,
Parli,12 PRAVIN SOPAN MASKE,IND,203,0.19%,306710,
Parli,13 DR. VASANT RAGHUNATH MUNDE,IND,159,0.12%,306710,
Parli,14 SADEQUE MUNIRODDIN SHAIKH,TPSTP,144,0.09%,306710,
Parli,15 FEROJ KHAN PATHAN KHAIRATI KHAN PATHAN,IND,110,0.07%,306710,
Parli,16 NABISAB SAB SAYYED,IND,99,0.06%,306710,
Parli,17 DHANANJAY SADASHIVRAO DESHMUKH,IND,90,0.05%,306710,
Parli,TOTAL,NA,224272,0.04%,NA,
Latur Rural,1 Dhiraj Vilasrao Deshmukh,INC,135006,0.04%,322330,
Latur Rural,2 NOTA,NOTA,27500,73.12%,322330,
Latur Rural,3 Sachin alias Ravi Ramraje Deshmukh,SHS,13524,67.64%,322330,
Latur Rural,4 Done Manchakrao Baliram,VBA,12966,13.78%,322330,
Latur Rural,5 Arjun Dhondiram Waghamare,MNS,2912,6.78%,322330,
Latur Rural,6 Babruwan Baliram Pawar,IND,1496,6.50%,322330,
Latur Rural,7 Sachin Mahadev Pandhavle,IND,1017,1.46%,322330,
Latur Rural,8 Balaji Hanmant Godse,RASMARP,898,0.75%,322330,
Latur Rural,9 Khanderao Limbaji Bhojraj,BSP,813,0.51%,322330,
Latur Rural,10 Jalil Yasin Atar,BMUP,662,0.45%,322330,
Latur Rural,11 Shrinivas Angadrao Akangire,IND,576,0.41%,322330,
Latur Rural,12 Akurike Bajirao Dattatray,IND,547,0.33%,322330,
Latur Rural,13 Dagdusaheb Vyankatrao Padile,LJGP,494,0.29%,322330,
Latur Rural,14 Arvind Mahadev Gade,IND,492,0.27%,322330,
Latur Rural,15 Gadgale Rajkumar Maroti,IND,383,0.25%,322330,
Latur Rural,16 Shankar Ganpat Sonwane,BVA,313,0.25%,322330,
Latur Rura,TOTAL,NA,199599,0.19%,NA,
Latur City,1 Amit Vilasrao Deshmukh,INC,111156,0.16%,372474,
Latur City,2 Shailesh Govindkumar Lahoti,BJP,70741,61.92%,372474,
Latur City,3 Rajasab Bashumiya Maniyar,VBA,24604,52.48%,372474,
Latur City,4 Kamble Madhukar Sambhaji,BSP,744,33.40%,372474,
Latur City,5 NOTA,NOTA,727,11.62%,372474,
Latur City,6 Laturshree Viththal Alias Shashipankaj,IND,661,0.35%,372474,
Latur City,7 Vikas Jeevan Suryawanshi,IND,503,0.34%,372474,
Latur City,8 Akhicuraheman A.Jalil Momin,IUML,500,0.31%,372474,
Latur City,9 Manojkumar Alias Dinesh Jugalkishor Gilda,IND,490,0.24%,372474,
Latur City,10 Santosh Sambhaji Sabde,IND,260,0.24%,372474,
Latur City,11 Ram Shankar Patole,BVA,256,0.23%,372474,
Latur City,12 Babasaheb Goroba Sitapure,IND,179,0.12%,372474,
Latur City,13 Dwarkadhish Alias Dinesh Govind Parikh,IND,159,0.12%,372474,
Latur City,14 Bandusing Gulabsing Bhat,BMUP,152,0.08%,372474,
Latur City,15 Jaynjay Surykant Sayhadri,RASMARP,146,0.08%,372474,
Latur City,16 Firojkhan Sajidkhan Pathan,IND,128,0.07%,372474,
Latur City,17 Chhotu Kishanrao Hibare,IND,118,0.07%,372474,
Latur City,18 Shriram Kisanrao Gomare,IND,93,0.06%,372474,
Latur City,19 Alte Vishwanth Mahadev,IND,87,0.06%,372474,
Latur City,20 Pathan Minhaj Khan Asif Khan,IND,83,0.04%,372474,
Latur City,TOTAL,NA,211787,0.04%,NA,
Ahmadpur,1 BABASAHEB MOHANRAO PATIL,NCP,84636,0.04%,321329,
Ahmadpur,2 JADHAV PATIL VINAYAKRAO KISHANRAO,BJP,55445,56.86%,321329,
Ahmadpur,3 DILIP RAJESAHEB DESHMUKH,IND,45846,39.37%,321329,
Ahmadpur,4 AYODHYA ASHOK KENDRE,VBA,22141,25.79%,321329,
Ahmadpur,5 TAHER HUSEN MAINODDIN SAYYED,AIMIM,1996,21.33%,321329,
Ahmadpur,6 NOTA,NOTA,1762,10.30%,321329,
Ahmadpur,7 RIYAZ AHMED NISAR AHMED SIDDIQUI,IUML,973,0.93%,321329,
Ahmadpur,8 CHANDRAKANT SAHEBRAO JADHAV,IND,806,0.82%,321329,
Ahmadpur,9 DNYANOBA SOPAN JARIPATKE,IND,755,0.45%,321329,
Ahmadpur,10 TIGOTE BALAJI SAMBHAJI,BSP,621,0.37%,321329,
Ahmadpur,TOTAL,NA,214981,0.35%,NA,
Udgir,1 Bansode Sanjay Baburao,NCP,96366,0.29%,299139,
Udgir,2 Anil Sadashiv Kamble,BJP,75787,66.90%,299139,
Udgir,3 Atul Abhimanyu Dhaware,VBA,2599,53.64%,299139,
Udgir,4 NOTA,NOTA,1097,42.18%,299139,
Udgir,5 Kashinath Gunaji Kale,BSP,963,1.45%,299139,
Udgir,6 Sanjay Sopanrao Kamble,BVA,496,0.61%,299139,
Udgir,7 Narasinha Pandurangrao Ghone,IND,456,0.54%,299139,
Udgir,8 Balaji Keshav Kamble,BMUP,417,0.28%,299139,
Udgir,9 Shobha Sushil Motiram,IND,349,0.25%,299139,
Udgir,10 Pradeep Pralhad Kamble,IND,318,0.23%,299139,
Udgir,11 Dhondiba Irba Namwad,IND,310,0.19%,299139,
Udgir,12 Balaji Hiraman Gadkar,IND,281,0.18%,299139,
Udgir,13 Kamlakar Prabhakar Kamble,IND,223,0.17%,299139,
Udgir,TOTAL,NA,179662,0.16%,NA,
Nilanga,1 Nilangekar Sambhaji Diliprao Patil,BJP,97324,0.12%,316690,
Nilanga,2 Ashokrao Shivajirao Patil Nilangekar,INC,65193,60.06%,316690,
Nilanga,3 Arvind Virbhadrappa Bhatambre,VBA,29819,49.32%,316690,
Nilanga,4 NOTA,NOTA,1272,33.04%,316690,
Nilanga,5 Kamble Rajaram Vitthal,BSP,907,15.11%,316690,
Nilanga,6 Sastapure Rajkumar Vitthal,IND,652,0.64%,316690,
Nilanga,7 Shrimant Niwant Usnale,IND,641,0.46%,316690,
Nilanga,8 Ankushrao Shivajirao Patil Honalikar,RASMARP,478,0.33%,316690,
Nilanga,9 Anwarkhan Sattarkhan Pathan,IND,438,0.32%,316690,
Nilanga,10 Shesherao Rama Kamble,IND,345,0.24%,316690,
Nilanga,11 Rameshwar Baburao Suryanwashi,BVA,249,0.22%,316690,
Nilanga,TOTAL,NA,197318,0.17%,NA,
Ausa,1 Abhimanyu Dattatray Pawar,BJP,95340,0.13%,283958,
Ausa,2 Basavaraj Mahadvarao Patil,INC,68626,62.31%,283958,
Ausa,3 Bajrang Bhujangrao Jadhav,IND,9588,50.89%,283958,
Ausa,4 Sudhir Shankarrao Potdar,VBA,8168,36.63%,283958,
Ausa,5 Abhimanyu Sheshrao Pawar,SBBGP,1111,5.12%,283958,
Ausa,6 Manohar Anandrao Patil,IND,831,4.36%,283958,
Ausa,7 Prof. Dr.Anil Sugriv Kamble,BSP,789,0.59%,283958,
Ausa,8 NOTA,NOTA,783,0.44%,283958,
Ausa,9 Ramkrishn Alias Balaji Manohar Jadhav,IND,514,0.42%,283958,
Ausa,10 Baswaraj Patil,IND,413,0.42%,283958,
Ausa,11 Akash Prakash Patil,IND,288,0.27%,283958,
Ausa,12 Baswaraj Patil,IND,278,0.22%,283958,
Ausa,13 Pandurang Murlidhar Chewale,IND,219,0.15%,283958,
Ausa,14 Nitin Panditrao Bandgar,IND,216,0.15%,283958,
Ausa,15 Gousodin Usman Shaikh,IND,170,0.12%,283958,
Ausa,TOTAL,NA,187334,0.12%,NA,
Umarga,1 Chougule Dnyanraj Dhondiram,SHS,86773,0.09%,297829,
Umarga,2 Bhalerao Dattu Rohidas,INC,61187,65.97%,297829,
Umarga,3 Jalindar Shravan Kokane,MNS,7835,51.27%,297829,
Umarga,4 Ramakant Laxman Gaikwad,VBA,7476,36.15%,297829,
Umarga,5 NOTA,NOTA,1425,4.63%,297829,
Umarga,6 Gaikwad Tanaji Vaijanath,BSP,1199,4.42%,297829,
Umarga,7 Prof.Dr.Suryakant Ratan Chaugule,IND,814,0.84%,297829,
Umarga,8 Amol Mohan Kavthekar,IND,661,0.71%,297829,
Umarga,9 Ravsaheb Shrirang Sarvade,IND,637,0.48%,297829,
Umarga,10 Deelip Nagnath Gaikwad,IND,523,0.39%,297829,
Umarga,11 Sachin Jaihind Dede,BALP,439,0.38%,297829,
Umarga,12 Sandeep Dharma Katabu,BVA,293,0.31%,297829,
Umarga,TOTAL,NA,169262,0.26%,NA,
Tuljapur,1 Ranajagjitsinha Padmasinha Patil,BJP,99034,0.17%,352449,
Tuljapur,2 Chavan Madhukarrao Deorao,INC,75865,56.83%,352449,
Tuljapur,3 Ashok Haridas Jagdale,VBA,35383,43.31%,352449,
Tuljapur,4 Mahendra (Kaka) Dhurgude,PHJSP,7458,33.18%,352449,
Tuljapur,5 Mahanandha Rajendra Dudhbhate,IND,1460,15.47%,352449,
Tuljapur,6 Navgire Prashant Prakash,MNS,1431,3.26%,352449,
Tuljapur,7 Vishal Bhausaheb Janrao,IND,1031,0.64%,352449,
Tuljapur,8 Tanveer Ali Sayyad Ali Khatib,IND,1000,0.63%,352449,
Tuljapur,9 NOTA,NOTA,960,0.45%,352449,
Tuljapur,10 Anil Netaji Jadhavar,ABEP,939,0.44%,352449,
Tuljapur,11 Adv. Yavalkar Shailendra Rameshwarappa,BSP,924,0.42%,352449,
Tuljapur,12 Taufik Abbas Patel,TPSTP,584,0.41%,352449,
Tuljapur,13 Tatya Pandharinath Rode,BALP,569,0.40%,352449,
Tuljapur,14 Navnath Dashrath Uapalekar,IND,435,0.26%,352449,
Tuljapur,15 Datta Sudam Kamble,IND,432,0.25%,352449,
Tuljapur,16 Madhukar Deorav Chavan,IND,366,0.19%,352449,
Tuljapur,17 Atish Ashok Rasal,IND,344,0.19%,352449,
Tuljapur,18 Pandurang Dnyanoba Shinde,IND,228,0.16%,352449,
Tuljapur,19 Shaikh Baba Faijoddin,IND,205,0.15%,352449,
Tuljapur,TOTAL,NA,228648,0.10%,NA,
Osmanabad,1 Kailas Balasaheb Ghadge Patil,SHS,87488,0.09%,353647,
Osmanabad,2 Sanjay Prakash Nimbalkar,NCP,74021,64.87%,353647,
Osmanabad,3 Ajit Bappasaheb Pingle,IND,20570,40.43%,353647,
Osmanabad,4 Dhananjay Gangadhar Shingade,VBA,15755,34.20%,353647,
Osmanabad,5 Suresh Sahebrao Patil,IND,10014,9.50%,353647,
Osmanabad,6 Dr. Sandip Manikrao Tambare,SBBGP,2289,7.28%,353647,
Osmanabad,7 NOTA,NOTA,1907,4.63%,353647,
Osmanabad,8 Adv. Ajit (Anna) Vishwanath Khot Patil,AAAP,1298,1.06%,353647,
Osmanabad,9 Bhika Sudamrao Vidyagar,BSP,1094,0.88%,353647,
Osmanabad,10 Datta Mohan Tupe,IND,726,0.60%,353647,
Osmanabad,11 Siraj Alias Papa Phataru Sayyad,TPSTP,689,0.51%,353647,
Osmanabad,12 Raghunath Mariba Kasabe,ABEP,567,0.34%,353647,
Osmanabad,TOTAL,NA,216418,0.32%,NA,
Paranda,1 Tanaji Jaywant Sawant,SHS,106674,0.26%,314711,
Paranda,2 Rahul Maharudra Mote,NCP,73772,61.20%,314711,
Paranda,3 Suryakant (Suresh Bhau) Chandrakant Kambale,VBA,27939,49.62%,314711,
Paranda,4 NOTA,NOTA,1902,34.32%,314711,
Paranda,5 Mahadeo Shankar Lokhande,BSP,1093,13.00%,314711,
Paranda,6 Gurudas Sambhaji Kamble,BVA,1009,0.88%,314711,
Paranda,7 Sanket Vikramrao Chede,IND,887,0.51%,314711,
Paranda,8 Baliram Shankarrao Chede,IND,503,0.47%,314711,
Paranda,9 Adv. Revan Vishwanath Bhosale,JD(S),473,0.41%,314711,
Paranda,10 Padghan Nanasaheb Dnyanoba,IND,359,0.23%,314711,
Paranda,11 Aryanraje Kisanrao Shinde,IND,355,0.22%,314711,
Paranda,TOTAL,NA,214966,0.17%,NA,
Karmala,1 Sanjaymama Vitthalrao Shinde,IND,78822,0.17%,302816,
Karmala,2 Narayan (Aaba) Govindrao Patil,IND,73328,68.31%,302816,
Karmala,3 Bagal Rashmi Digambar,SHS,53295,36.65%,302816,
Karmala,4 Atul (Bhau) Bhairavnath Khupase,VBA,4468,34.09%,302816,
Karmala,5 NOTA,NOTA,1597,24.78%,302816,
Karmala,6 Patil Sanjay Krishnarao,NCP,1391,2.08%,302816,
Karmala,7 Shaikh Jainuddin Dastgir,BSP,828,0.74%,302816,
Karmala,8 Ram Tukaram Waghmare,IND,794,0.65%,302816,
Karmala,9 Adv. Vijay Bhimarao Awhad,IND,548,0.38%,302816,
Karmala,TOTAL,NA,215071,0.37%,NA,
Madha,1 Shinde Babanrao Vitthalrao,NCP,142573,0.25%,326537,
Madha,2 Kokate Sanjay Shivlal,SHS,74328,71.02%,326537,
Madha,3 Ashok Joti Takatode,BSP,3000,62.78%,326537,
Madha,4 NOTA,NOTA,1628,32.73%,326537,
Madha,5 Jagadale Dinesh Gopinath,SBBGP,1449,1.32%,326537,
Madha,6 Anand Shamrao Londhe,IND,1412,0.72%,326537,
Madha,7 Adv.Khot Pandurang Vitthal,IND,841,0.64%,326537,
Madha,8 Sarade Ganesh Navnath,IND,774,0.62%,326537,
Madha,9 Zambare Jotiram Madhukar,IND,418,0.37%,326537,
Madha,10 Naganath Pandurang Bhosale,IND,404,0.34%,326537,
Madha,11 Shahajahan Paigambar Shaikh,BAHUMP,281,0.18%,326537,
Madha,TOTAL,NA,227108,0.18%,NA,
Barshi,1 Rajendra Vitthal Raut,IND,95482,0.12%,306507,
Barshi,2 Adv. Dilip Gangadhar Sopal,SHS,92406,69.55%,306507,
Barshi,3 Bhumkar Niranjan Prakash,NCP,16119,42.57%,306507,
Barshi,4 Vishal Bahubali Kalaskar,IND,11427,41.19%,306507,
Barshi,5 Nagnath Abhimanu Chavan,MNS,2718,7.19%,306507,
Barshi,6 NOTA,NOTA,1255,5.09%,306507,
Barshi,7 Kanishk Suresh Shinde,BSP,1156,1.21%,306507,
Barshi,8 Itkar Atul Bapurav,IND,815,0.56%,306507,
Barshi,9 Rajesh Madhukar Bangar,IND,641,0.52%,306507,
Barshi,10 Anand Ramchandra Kashid,IND,594,0.36%,306507,
Barshi,11 Adv. Suhas Tulshidas Kamble,IND,555,0.29%,306507,
Barshi,12 Mahadev Eknath Kakade,IND,460,0.26%,306507,
Barshi,13 Babita Lakhan Kale,ABHM,325,0.25%,306507,
Barshi,14 Jagannath Nivrutti Munde,IND,211,0.21%,306507,
Barshi,15 Kazi Kamilauddin Ajimoddin Kazi,IND,152,0.14%,306507,
Barshi,TOTAL,NA,224316,0.09%,NA,
Mohol,1 Mane Yashwant Vitthal,NCP,90532,0.07%,305901,
Mohol,2 Kshirsagar Nagnath Dattatray,SHS,68833,73.18%,305901,
Mohol,3 Ramesh Nagnath Kadam,IND,23649,44.86%,305901,
Mohol,4 Gautam Kisan Vadave,VBA,6429,34.11%,305901,
Mohol,5 Shejwal Manoj Bhaskarrao,IND,3822,11.72%,305901,
Mohol,6 Rajendra Shivaji Shinde,IND,1765,3.19%,305901,
Mohol,7 Dr. Hanumant Bhagwan Bhosale,MNS,1471,1.89%,305901,
Mohol,8 Dr. Anil Shamrao Shembade,BVA,1163,0.87%,305901,
Mohol,9 Adv. Premnath Changdev Sonawane,BSP,949,0.73%,305901,
Mohol,10 NOTA,NOTA,940,0.58%,305901,
Mohol,11 Sanjay Manohar Kharatmal,IND,799,0.47%,305901,
Mohol,12 Krushna Nagnath Bhise,BAHUMP,448,0.47%,305901,
Mohol,13 Nagesh Bharat Vankalse,IND,393,0.40%,305901,
Mohol,14 Gaikwad Sarika Shrikisan,IND,384,0.22%,305901,
Mohol,15 Atul Shravan More,IND,231,0.19%,305901,
Mohol,TOTAL,NA,201808,0.19%,NA,
Solapur City North,1 DESHMUKH VIJAYKUMAR SIDRAMAPPA,BJP,96529,0.11%,288466,
Solapur City North,2 ANAND BABURAO CHANDANSHIVE,VBA,23461,65.97%,288466,
Solapur City North,3 MANOHAR GANPAT SAPATE,NCP,19205,63.64%,288466,
Solapur City North,4 BANSODE ATISH MOHAN,AIMIM,5386,15.47%,288466,
Solapur City North,5 NOTA,NOTA,2153,12.66%,288466,
Solapur City North,6 NAMDEO TUKARAM RASTE,BSP,1122,3.55%,288466,
Solapur City North,7 RAUT SOMNATH VIJAY,SBBGP,1058,1.42%,288466,
Solapur City North,8 HUSAIN A.SAMAD KURESHI,HJP,671,0.74%,288466,
Solapur City North,9 KHANDU BHIMRAO DHADE,APoI,374,0.70%,288466,
Solapur City North,10 NAGMANI KISAN JAKKAN,IND,361,0.44%,288466,
Solapur City North,11 AHMED QASIM MOMIN,IND,329,0.25%,288466,
Solapur City North,12 JAYRAJ DHANRAJ NAGANSURE,IND,313,0.24%,288466,
Solapur City North,13 VISHNU RAMSWAMI KHANDARE,IND,288,0.22%,288466,
Solapur City North,14 MANISHA KESHAV MANE,IND,156,0.21%,288466,
Solapur City North,15 CHOLLE VIJAY PRAKASH,IND,142,0.19%,288466,
Solapur City North,16 IRAKSHETTI SUSHANT SIDRAM,IND,125,0.10%,288466,
Solapur City North,TOTAL,NA,151673,0.09%,NA,
Solapur City central,1 Shinde Praniti Sushilkumar,INC,51440,0.08%,302160,
Solapur City central,2 Haji Farooq Maqbool Shabdi,AIMIM,38721,52.58%,302160,
Solapur City central,3 Kothe Mahesh Vishnupant,IND,30081,30.58%,302160,
